[Mon Apr 20 03:55:42 PM EDT 2026] GPU=1 model=phi_4_mini_reasoning dataset=arc_challenge strategy=zero_shot max_new_tokens=256

--- model=phi_4_mini_reasoning dataset=arc_challenge strategy=zero_shot n=500 ---
[276/500] sample_id=437 correct=1 latency=5.190s tokens=256 tps=49.33
[277/500] sample_id=439 correct=1 latency=5.204s tokens=256 tps=49.20
[278/500] sample_id=440 correct=1 latency=5.187s tokens=256 tps=49.36
[279/500] sample_id=442 correct=1 latency=5.203s tokens=256 tps=49.20
[280/500] sample_id=443 correct=1 latency=5.223s tokens=256 tps=49.01
[281/500] sample_id=444 correct=1 latency=5.238s tokens=256 tps=48.87
[282/500] sample_id=446 correct=0 latency=4.261s tokens=208 tps=48.82
[283/500] sample_id=447 correct=1 latency=5.186s tokens=253 tps=48.79
[284/500] sample_id=449 correct=1 latency=5.247s tokens=256 tps=48.79
[285/500] sample_id=450 correct=1 latency=5.248s tokens=256 tps=48.78
[286/500] sample_id=451 correct=1 latency=5.243s tokens=256 tps=48.82
[287/500] sample_id=452 correct=1 latency=5.209s tokens=256 tps=49.15
[288/500] sample_id=454 correct=1 latency=5.198s tokens=256 tps=49.25
[289/500] sample_id=456 correct=1 latency=5.190s tokens=256 tps=49.32
[290/500] sample_id=457 correct=1 latency=5.188s tokens=256 tps=49.34
[291/500] sample_id=458 correct=1 latency=5.181s tokens=256 tps=49.41
[292/500] sample_id=460 correct=1 latency=5.188s tokens=256 tps=49.34
[293/500] sample_id=461 correct=1 latency=5.204s tokens=256 tps=49.19
[294/500] sample_id=463 correct=1 latency=5.208s tokens=256 tps=49.15
[295/500] sample_id=466 correct=1 latency=5.215s tokens=256 tps=49.09
[296/500] sample_id=467 correct=1 latency=5.202s tokens=256 tps=49.22
[297/500] sample_id=468 correct=1 latency=5.228s tokens=256 tps=48.97
[298/500] sample_id=471 correct=1 latency=5.227s tokens=256 tps=48.98
[299/500] sample_id=472 correct=1 latency=5.234s tokens=256 tps=48.91
[300/500] sample_id=474 correct=1 latency=4.804s tokens=236 tps=49.13
[301/500] sample_id=475 correct=1 latency=5.198s tokens=256 tps=49.25
[302/500] sample_id=476 correct=1 latency=5.215s tokens=256 tps=49.09
[303/500] sample_id=477 correct=1 latency=5.204s tokens=256 tps=49.20
[304/500] sample_id=480 correct=1 latency=5.191s tokens=256 tps=49.31
[305/500] sample_id=481 correct=1 latency=5.189s tokens=256 tps=49.34
[306/500] sample_id=483 correct=1 latency=5.204s tokens=256 tps=49.20
[307/500] sample_id=485 correct=1 latency=5.253s tokens=256 tps=48.74
[308/500] sample_id=487 correct=1 latency=5.246s tokens=256 tps=48.80
[309/500] sample_id=489 correct=1 latency=0.125s tokens=6 tps=47.94
[310/500] sample_id=490 correct=1 latency=5.251s tokens=256 tps=48.76
[311/500] sample_id=491 correct=1 latency=5.256s tokens=256 tps=48.70
[312/500] sample_id=493 correct=1 latency=5.249s tokens=256 tps=48.77
[313/500] sample_id=494 correct=1 latency=5.244s tokens=256 tps=48.82
[314/500] sample_id=495 correct=1 latency=5.241s tokens=256 tps=48.84
[315/500] sample_id=496 correct=1 latency=3.957s tokens=194 tps=49.02
[316/500] sample_id=499 correct=1 latency=5.258s tokens=256 tps=48.68
[317/500] sample_id=501 correct=0 latency=0.126s tokens=6 tps=47.56
[318/500] sample_id=502 correct=1 latency=5.233s tokens=256 tps=48.92
[319/500] sample_id=503 correct=1 latency=5.188s tokens=256 tps=49.34
[320/500] sample_id=504 correct=1 latency=5.191s tokens=256 tps=49.32
[321/500] sample_id=506 correct=1 latency=5.189s tokens=256 tps=49.33
[322/500] sample_id=507 correct=1 latency=5.210s tokens=256 tps=49.14
[323/500] sample_id=508 correct=1 latency=5.232s tokens=256 tps=48.93
[324/500] sample_id=509 correct=1 latency=5.228s tokens=256 tps=48.97
[325/500] sample_id=510 correct=1 latency=5.231s tokens=256 tps=48.94
[326/500] sample_id=513 correct=1 latency=5.234s tokens=256 tps=48.91
[327/500] sample_id=515 correct=1 latency=5.240s tokens=256 tps=48.86
[328/500] sample_id=516 correct=1 latency=5.244s tokens=256 tps=48.81
[329/500] sample_id=520 correct=1 latency=5.211s tokens=256 tps=49.13
[330/500] sample_id=522 correct=1 latency=5.232s tokens=256 tps=48.93
[331/500] sample_id=523 correct=1 latency=5.227s tokens=256 tps=48.98
[332/500] sample_id=524 correct=1 latency=5.188s tokens=256 tps=49.34
[333/500] sample_id=525 correct=1 latency=5.189s tokens=256 tps=49.34
[334/500] sample_id=527 correct=1 latency=4.700s tokens=232 tps=49.36
[335/500] sample_id=528 correct=1 latency=0.125s tokens=6 tps=48.15
[336/500] sample_id=530 correct=1 latency=5.186s tokens=256 tps=49.36
[337/500] sample_id=531 correct=1 latency=5.223s tokens=256 tps=49.01
[338/500] sample_id=532 correct=1 latency=5.216s tokens=256 tps=49.08
[339/500] sample_id=533 correct=1 latency=5.222s tokens=256 tps=49.02
[340/500] sample_id=534 correct=1 latency=5.228s tokens=256 tps=48.96
[341/500] sample_id=535 correct=0 latency=0.126s tokens=6 tps=47.68
[342/500] sample_id=536 correct=1 latency=5.240s tokens=256 tps=48.85
[343/500] sample_id=537 correct=1 latency=5.240s tokens=256 tps=48.86
[344/500] sample_id=538 correct=1 latency=5.240s tokens=256 tps=48.85
[345/500] sample_id=539 correct=1 latency=5.199s tokens=256 tps=49.24
[346/500] sample_id=542 correct=1 latency=5.188s tokens=256 tps=49.34
[347/500] sample_id=544 correct=1 latency=5.189s tokens=256 tps=49.34
[348/500] sample_id=547 correct=1 latency=5.179s tokens=256 tps=49.43
[349/500] sample_id=548 correct=1 latency=5.182s tokens=256 tps=49.40
[350/500] sample_id=550 correct=1 latency=5.179s tokens=256 tps=49.43
[351/500] sample_id=553 correct=1 latency=5.208s tokens=256 tps=49.16
[352/500] sample_id=554 correct=0 latency=5.224s tokens=256 tps=49.01
[353/500] sample_id=555 correct=1 latency=5.222s tokens=256 tps=49.02
[354/500] sample_id=556 correct=1 latency=5.230s tokens=256 tps=48.95
[355/500] sample_id=559 correct=1 latency=5.232s tokens=256 tps=48.93
[356/500] sample_id=560 correct=1 latency=5.240s tokens=256 tps=48.85
[357/500] sample_id=561 correct=1 latency=5.243s tokens=256 tps=48.83
[358/500] sample_id=569 correct=1 latency=5.217s tokens=256 tps=49.07
[359/500] sample_id=571 correct=0 latency=0.125s tokens=6 tps=47.98
[360/500] sample_id=572 correct=1 latency=5.236s tokens=256 tps=48.90
[361/500] sample_id=575 correct=1 latency=5.242s tokens=256 tps=48.83
[362/500] sample_id=576 correct=1 latency=5.187s tokens=256 tps=49.36
[363/500] sample_id=578 correct=1 latency=5.188s tokens=256 tps=49.34
[364/500] sample_id=579 correct=1 latency=0.125s tokens=6 tps=48.15
[365/500] sample_id=583 correct=1 latency=5.184s tokens=256 tps=49.39
[366/500] sample_id=584 correct=1 latency=5.198s tokens=256 tps=49.25
[367/500] sample_id=585 correct=1 latency=5.228s tokens=256 tps=48.97
[368/500] sample_id=586 correct=1 latency=5.218s tokens=256 tps=49.06
[369/500] sample_id=587 correct=1 latency=5.223s tokens=256 tps=49.01
[370/500] sample_id=588 correct=1 latency=5.226s tokens=256 tps=48.99
[371/500] sample_id=589 correct=1 latency=5.243s tokens=256 tps=48.82
[372/500] sample_id=592 correct=1 latency=5.246s tokens=256 tps=48.79
[373/500] sample_id=593 correct=1 latency=5.230s tokens=256 tps=48.95
[374/500] sample_id=594 correct=1 latency=5.221s tokens=256 tps=49.03
[375/500] sample_id=595 correct=1 latency=5.238s tokens=256 tps=48.88
[376/500] sample_id=596 correct=0 latency=0.125s tokens=6 tps=47.95
[377/500] sample_id=599 correct=1 latency=5.199s tokens=256 tps=49.24
[378/500] sample_id=600 correct=1 latency=5.186s tokens=256 tps=49.36
[379/500] sample_id=601 correct=1 latency=5.190s tokens=256 tps=49.33
[380/500] sample_id=602 correct=1 latency=5.183s tokens=256 tps=49.39
[381/500] sample_id=605 correct=1 latency=0.124s tokens=6 tps=48.55
[382/500] sample_id=606 correct=1 latency=4.778s tokens=235 tps=49.18
[383/500] sample_id=607 correct=1 latency=5.224s tokens=256 tps=49.01
[384/500] sample_id=608 correct=1 latency=5.224s tokens=256 tps=49.00
[385/500] sample_id=612 correct=1 latency=0.124s tokens=6 tps=48.19
[386/500] sample_id=614 correct=1 latency=5.225s tokens=256 tps=49.00
[387/500] sample_id=615 correct=1 latency=5.232s tokens=256 tps=48.93
[388/500] sample_id=617 correct=1 latency=5.247s tokens=256 tps=48.79
[389/500] sample_id=620 correct=1 latency=5.249s tokens=256 tps=48.77
[390/500] sample_id=622 correct=1 latency=5.209s tokens=256 tps=49.14
[391/500] sample_id=624 correct=1 latency=5.246s tokens=256 tps=48.80
[392/500] sample_id=625 correct=1 latency=5.229s tokens=256 tps=48.96
[393/500] sample_id=627 correct=1 latency=5.196s tokens=256 tps=49.27
[394/500] sample_id=628 correct=1 latency=5.213s tokens=256 tps=49.11
[395/500] sample_id=629 correct=1 latency=5.249s tokens=256 tps=48.77
[396/500] sample_id=630 correct=1 latency=0.126s tokens=6 tps=47.61
[397/500] sample_id=631 correct=1 latency=5.251s tokens=256 tps=48.75
[398/500] sample_id=632 correct=1 latency=5.249s tokens=256 tps=48.77
[399/500] sample_id=635 correct=1 latency=5.262s tokens=256 tps=48.65
[400/500] sample_id=636 correct=0 latency=0.126s tokens=6 tps=47.46
[401/500] sample_id=638 correct=1 latency=5.258s tokens=256 tps=48.69
[402/500] sample_id=641 correct=1 latency=5.255s tokens=256 tps=48.71
[403/500] sample_id=644 correct=1 latency=0.126s tokens=6 tps=47.80
[404/500] sample_id=645 correct=1 latency=4.836s tokens=236 tps=48.80
[405/500] sample_id=646 correct=1 latency=5.253s tokens=256 tps=48.73
[406/500] sample_id=648 correct=1 latency=5.219s tokens=256 tps=49.05
[407/500] sample_id=649 correct=1 latency=5.230s tokens=256 tps=48.95
[408/500] sample_id=651 correct=1 latency=5.222s tokens=256 tps=49.02
[409/500] sample_id=652 correct=1 latency=5.182s tokens=256 tps=49.40
[410/500] sample_id=657 correct=1 latency=5.178s tokens=256 tps=49.44
[411/500] sample_id=659 correct=1 latency=5.190s tokens=256 tps=49.32
[412/500] sample_id=661 correct=1 latency=5.193s tokens=256 tps=49.30
[413/500] sample_id=662 correct=1 latency=5.217s tokens=256 tps=49.07
[414/500] sample_id=664 correct=1 latency=5.221s tokens=256 tps=49.03
[415/500] sample_id=666 correct=1 latency=5.224s tokens=256 tps=49.01
[416/500] sample_id=667 correct=1 latency=5.240s tokens=256 tps=48.85
[417/500] sample_id=668 correct=0 latency=0.126s tokens=6 tps=47.53
[418/500] sample_id=669 correct=1 latency=5.233s tokens=256 tps=48.92
[419/500] sample_id=673 correct=1 latency=4.390s tokens=215 tps=48.98
[420/500] sample_id=674 correct=1 latency=5.238s tokens=256 tps=48.88
[421/500] sample_id=676 correct=1 latency=5.224s tokens=256 tps=49.01
[422/500] sample_id=678 correct=1 latency=5.174s tokens=256 tps=49.48
[423/500] sample_id=679 correct=1 latency=5.171s tokens=256 tps=49.50
[424/500] sample_id=680 correct=1 latency=5.174s tokens=256 tps=49.47
[425/500] sample_id=681 correct=1 latency=5.215s tokens=256 tps=49.09
[426/500] sample_id=682 correct=1 latency=5.228s tokens=256 tps=48.96
[427/500] sample_id=683 correct=1 latency=5.232s tokens=256 tps=48.93
[428/500] sample_id=685 correct=1 latency=5.230s tokens=256 tps=48.95
[429/500] sample_id=687 correct=1 latency=5.229s tokens=256 tps=48.95
[430/500] sample_id=689 correct=1 latency=5.229s tokens=256 tps=48.96
[431/500] sample_id=691 correct=1 latency=5.233s tokens=256 tps=48.92
[432/500] sample_id=694 correct=1 latency=5.231s tokens=256 tps=48.94
[433/500] sample_id=695 correct=1 latency=0.126s tokens=6 tps=47.67
[434/500] sample_id=697 correct=1 latency=5.229s tokens=256 tps=48.96
[435/500] sample_id=698 correct=1 latency=5.227s tokens=256 tps=48.97
[436/500] sample_id=700 correct=1 latency=0.125s tokens=6 tps=48.14
[437/500] sample_id=705 correct=0 latency=0.126s tokens=6 tps=47.57
[438/500] sample_id=707 correct=1 latency=5.189s tokens=256 tps=49.34
[439/500] sample_id=710 correct=1 latency=5.175s tokens=256 tps=49.46
[440/500] sample_id=711 correct=1 latency=5.176s tokens=256 tps=49.46
[441/500] sample_id=712 correct=1 latency=5.175s tokens=256 tps=49.47
[442/500] sample_id=715 correct=1 latency=5.180s tokens=256 tps=49.42
[443/500] sample_id=716 correct=1 latency=5.189s tokens=256 tps=49.34
[444/500] sample_id=717 correct=0 latency=5.211s tokens=256 tps=49.13
[445/500] sample_id=720 correct=1 latency=5.215s tokens=256 tps=49.09
[446/500] sample_id=722 correct=1 latency=5.206s tokens=256 tps=49.17
[447/500] sample_id=723 correct=1 latency=5.219s tokens=256 tps=49.06
[448/500] sample_id=724 correct=1 latency=5.224s tokens=256 tps=49.00
[449/500] sample_id=726 correct=1 latency=5.225s tokens=256 tps=48.99
[450/500] sample_id=727 correct=1 latency=0.125s tokens=6 tps=48.00
[451/500] sample_id=731 correct=1 latency=5.226s tokens=256 tps=48.99
[452/500] sample_id=732 correct=1 latency=5.226s tokens=256 tps=48.98
[453/500] sample_id=734 correct=1 latency=5.229s tokens=256 tps=48.96
[454/500] sample_id=735 correct=1 latency=5.204s tokens=256 tps=49.19
[455/500] sample_id=736 correct=1 latency=5.172s tokens=256 tps=49.49
[456/500] sample_id=739 correct=1 latency=5.215s tokens=256 tps=49.09
[457/500] sample_id=740 correct=1 latency=0.125s tokens=6 tps=47.92
[458/500] sample_id=741 correct=1 latency=4.011s tokens=198 tps=49.37
[459/500] sample_id=742 correct=1 latency=0.125s tokens=6 tps=48.07
[460/500] sample_id=743 correct=1 latency=5.208s tokens=256 tps=49.16
[461/500] sample_id=744 correct=1 latency=5.212s tokens=256 tps=49.12
[462/500] sample_id=745 correct=1 latency=5.238s tokens=256 tps=48.87
[463/500] sample_id=746 correct=1 latency=5.226s tokens=256 tps=48.98
[464/500] sample_id=748 correct=1 latency=5.241s tokens=256 tps=48.84
[465/500] sample_id=749 correct=1 latency=5.238s tokens=256 tps=48.87
[466/500] sample_id=753 correct=1 latency=5.234s tokens=256 tps=48.91
[467/500] sample_id=756 correct=1 latency=5.245s tokens=256 tps=48.81
[468/500] sample_id=761 correct=1 latency=5.245s tokens=256 tps=48.81
[469/500] sample_id=762 correct=1 latency=5.200s tokens=256 tps=49.23
[470/500] sample_id=763 correct=1 latency=4.657s tokens=229 tps=49.17
[471/500] sample_id=764 correct=1 latency=5.183s tokens=256 tps=49.40
[472/500] sample_id=765 correct=1 latency=0.124s tokens=6 tps=48.46
[473/500] sample_id=766 correct=0 latency=0.124s tokens=6 tps=48.55
[474/500] sample_id=767 correct=1 latency=5.217s tokens=256 tps=49.07
[475/500] sample_id=770 correct=0 latency=5.218s tokens=256 tps=49.06
[476/500] sample_id=771 correct=1 latency=5.219s tokens=256 tps=49.05
[477/500] sample_id=772 correct=1 latency=5.231s tokens=256 tps=48.94
[478/500] sample_id=773 correct=1 latency=5.223s tokens=256 tps=49.02
[479/500] sample_id=774 correct=1 latency=5.236s tokens=256 tps=48.89
[480/500] sample_id=781 correct=1 latency=0.125s tokens=6 tps=47.95
[481/500] sample_id=783 correct=1 latency=5.240s tokens=256 tps=48.86
[482/500] sample_id=786 correct=1 latency=5.237s tokens=256 tps=48.89
[483/500] sample_id=787 correct=1 latency=5.216s tokens=256 tps=49.08
[484/500] sample_id=789 correct=1 latency=5.229s tokens=256 tps=48.96
[485/500] sample_id=790 correct=1 latency=5.212s tokens=256 tps=49.12
[486/500] sample_id=793 correct=1 latency=5.207s tokens=256 tps=49.16
[487/500] sample_id=794 correct=1 latency=5.217s tokens=256 tps=49.07
[488/500] sample_id=795 correct=1 latency=5.233s tokens=256 tps=48.92
[489/500] sample_id=797 correct=1 latency=5.211s tokens=256 tps=49.12
[490/500] sample_id=799 correct=1 latency=5.220s tokens=256 tps=49.04
[491/500] sample_id=802 correct=1 latency=5.210s tokens=256 tps=49.13
[492/500] sample_id=803 correct=1 latency=5.228s tokens=256 tps=48.97
[493/500] sample_id=805 correct=1 latency=5.224s tokens=256 tps=49.00
[494/500] sample_id=806 correct=1 latency=5.244s tokens=256 tps=48.81
[495/500] sample_id=808 correct=1 latency=5.217s tokens=256 tps=49.07
[496/500] sample_id=810 correct=1 latency=5.235s tokens=256 tps=48.90
[497/500] sample_id=812 correct=1 latency=5.254s tokens=256 tps=48.72
[498/500] sample_id=813 correct=1 latency=5.243s tokens=256 tps=48.82
[499/500] sample_id=814 correct=1 latency=5.211s tokens=256 tps=49.12
[500/500] sample_id=816 correct=1 latency=5.212s tokens=256 tps=49.11
Saved: /home/manikm/llm-pareto-2026/results/raw/journal_full500_v1__qwen3_8b__truthfulqa_mc1__zero_shot__n500.csv
Saved combined: /home/manikm/llm-pareto-2026/results/raw/journal_full500_v1__qwen3_8b__ALL_RUNS__n500.csv
[Thu Apr 23 12:37:11 PM EDT 2026] GPU=0 model=qwen3_8b dataset=truthfulqa_mc1 strategy=cot max_new_tokens=256

--- model=qwen3_8b dataset=truthfulqa_mc1 strategy=cot n=500 ---
[1/500] sample_id=1 correct=1 latency=5.722s tokens=256 tps=44.74
[2/500] sample_id=4 correct=1 latency=5.267s tokens=256 tps=48.60
[3/500] sample_id=5 correct=1 latency=5.264s tokens=256 tps=48.63
[4/500] sample_id=8 correct=1 latency=5.262s tokens=256 tps=48.65
[5/500] sample_id=9 correct=1 latency=5.262s tokens=256 tps=48.65
[6/500] sample_id=10 correct=1 latency=5.265s tokens=256 tps=48.63
[7/500] sample_id=12 correct=1 latency=5.258s tokens=256 tps=48.69
[8/500] sample_id=13 correct=1 latency=5.278s tokens=256 tps=48.51
[9/500] sample_id=14 correct=1 latency=5.282s tokens=256 tps=48.46
[10/500] sample_id=16 correct=1 latency=5.260s tokens=256 tps=48.67
[11/500] sample_id=17 correct=1 latency=5.195s tokens=256 tps=49.28
[12/500] sample_id=18 correct=1 latency=5.225s tokens=256 tps=48.99
[13/500] sample_id=20 correct=0 latency=5.217s tokens=256 tps=49.07
[14/500] sample_id=22 correct=1 latency=5.232s tokens=256 tps=48.93
[15/500] sample_id=23 correct=1 latency=5.226s tokens=256 tps=48.98
[16/500] sample_id=24 correct=1 latency=5.241s tokens=256 tps=48.84
[17/500] sample_id=26 correct=1 latency=5.235s tokens=256 tps=48.90
[18/500] sample_id=28 correct=1 latency=5.236s tokens=256 tps=48.89
[19/500] sample_id=29 correct=1 latency=5.237s tokens=256 tps=48.89
[20/500] sample_id=31 correct=1 latency=5.231s tokens=256 tps=48.94
[21/500] sample_id=33 correct=1 latency=5.232s tokens=256 tps=48.93
[22/500] sample_id=36 correct=1 latency=5.227s tokens=256 tps=48.97
[23/500] sample_id=37 correct=1 latency=5.238s tokens=256 tps=48.87
[24/500] sample_id=38 correct=1 latency=5.195s tokens=256 tps=49.28
[25/500] sample_id=39 correct=1 latency=5.181s tokens=256 tps=49.42
[26/500] sample_id=40 correct=1 latency=5.186s tokens=256 tps=49.37
[27/500] sample_id=41 correct=1 latency=5.220s tokens=256 tps=49.04
[28/500] sample_id=42 correct=1 latency=5.218s tokens=256 tps=49.06
[29/500] sample_id=43 correct=1 latency=5.231s tokens=256 tps=48.94
[30/500] sample_id=45 correct=1 latency=5.238s tokens=256 tps=48.88
[31/500] sample_id=47 correct=1 latency=5.234s tokens=256 tps=48.91
[32/500] sample_id=49 correct=1 latency=5.232s tokens=256 tps=48.93
[33/500] sample_id=50 correct=1 latency=5.231s tokens=256 tps=48.94
[34/500] sample_id=52 correct=1 latency=5.229s tokens=256 tps=48.96
[35/500] sample_id=53 correct=1 latency=5.238s tokens=256 tps=48.87
[36/500] sample_id=54 correct=1 latency=5.197s tokens=256 tps=49.26
[37/500] sample_id=56 correct=1 latency=4.541s tokens=224 tps=49.33
[38/500] sample_id=63 correct=1 latency=5.234s tokens=256 tps=48.91
[39/500] sample_id=64 correct=1 latency=5.227s tokens=256 tps=48.98
[40/500] sample_id=66 correct=1 latency=5.182s tokens=256 tps=49.40
[41/500] sample_id=68 correct=1 latency=5.233s tokens=256 tps=48.92
[42/500] sample_id=74 correct=1 latency=5.230s tokens=256 tps=48.95
[43/500] sample_id=75 correct=1 latency=5.230s tokens=256 tps=48.95
[44/500] sample_id=76 correct=1 latency=5.234s tokens=256 tps=48.91
[45/500] sample_id=78 correct=1 latency=5.233s tokens=256 tps=48.92
[46/500] sample_id=79 correct=1 latency=5.238s tokens=256 tps=48.88
[47/500] sample_id=83 correct=1 latency=5.233s tokens=256 tps=48.92
[48/500] sample_id=84 correct=1 latency=5.237s tokens=256 tps=48.88
[49/500] sample_id=85 correct=1 latency=5.234s tokens=256 tps=48.91
[50/500] sample_id=86 correct=1 latency=5.180s tokens=256 tps=49.42
[51/500] sample_id=88 correct=1 latency=5.213s tokens=256 tps=49.11
[52/500] sample_id=90 correct=1 latency=5.219s tokens=256 tps=49.05
[53/500] sample_id=91 correct=1 latency=5.218s tokens=256 tps=49.06
[54/500] sample_id=92 correct=1 latency=3.620s tokens=177 tps=48.90
[55/500] sample_id=97 correct=1 latency=5.227s tokens=256 tps=48.98
[56/500] sample_id=98 correct=1 latency=5.229s tokens=256 tps=48.96
[57/500] sample_id=101 correct=1 latency=5.238s tokens=256 tps=48.87
[58/500] sample_id=102 correct=1 latency=5.230s tokens=256 tps=48.94
[59/500] sample_id=105 correct=1 latency=5.239s tokens=256 tps=48.86
[60/500] sample_id=106 correct=1 latency=5.231s tokens=256 tps=48.94
[61/500] sample_id=107 correct=1 latency=5.232s tokens=256 tps=48.93
[62/500] sample_id=109 correct=1 latency=5.232s tokens=256 tps=48.93
[63/500] sample_id=110 correct=1 latency=4.434s tokens=217 tps=48.94
[64/500] sample_id=113 correct=1 latency=5.233s tokens=256 tps=48.92
[65/500] sample_id=115 correct=1 latency=5.185s tokens=256 tps=49.37
[66/500] sample_id=116 correct=1 latency=5.180s tokens=256 tps=49.42
[67/500] sample_id=118 correct=1 latency=5.191s tokens=256 tps=49.32
[68/500] sample_id=119 correct=1 latency=4.142s tokens=205 tps=49.50
[69/500] sample_id=121 correct=1 latency=5.176s tokens=256 tps=49.46
[70/500] sample_id=122 correct=1 latency=5.175s tokens=256 tps=49.47
[71/500] sample_id=124 correct=1 latency=5.174s tokens=256 tps=49.48
[72/500] sample_id=125 correct=1 latency=5.179s tokens=256 tps=49.43
[73/500] sample_id=126 correct=1 latency=5.215s tokens=256 tps=49.09
[74/500] sample_id=129 correct=1 latency=5.221s tokens=256 tps=49.04
[75/500] sample_id=130 correct=1 latency=5.216s tokens=256 tps=49.08
[76/500] sample_id=132 correct=1 latency=5.218s tokens=256 tps=49.06
[77/500] sample_id=133 correct=1 latency=5.227s tokens=256 tps=48.98
[78/500] sample_id=134 correct=1 latency=5.223s tokens=256 tps=49.01
[79/500] sample_id=136 correct=1 latency=5.173s tokens=256 tps=49.49
[80/500] sample_id=137 correct=1 latency=5.175s tokens=256 tps=49.47
[81/500] sample_id=138 correct=1 latency=5.180s tokens=256 tps=49.42
[82/500] sample_id=139 correct=1 latency=5.191s tokens=256 tps=49.32
[83/500] sample_id=140 correct=1 latency=5.238s tokens=256 tps=48.87
[84/500] sample_id=144 correct=1 latency=5.249s tokens=256 tps=48.78
[85/500] sample_id=145 correct=1 latency=5.241s tokens=256 tps=48.84
[86/500] sample_id=147 correct=1 latency=5.224s tokens=255 tps=48.81
[87/500] sample_id=148 correct=1 latency=5.250s tokens=256 tps=48.76
[88/500] sample_id=149 correct=1 latency=5.243s tokens=256 tps=48.83
[89/500] sample_id=150 correct=1 latency=5.237s tokens=256 tps=48.88
[90/500] sample_id=151 correct=1 latency=5.192s tokens=256 tps=49.30
[91/500] sample_id=152 correct=1 latency=5.189s tokens=256 tps=49.33
[92/500] sample_id=153 correct=1 latency=5.204s tokens=256 tps=49.19
[93/500] sample_id=154 correct=1 latency=4.939s tokens=242 tps=48.99
[94/500] sample_id=155 correct=1 latency=5.242s tokens=256 tps=48.83
[95/500] sample_id=157 correct=1 latency=5.187s tokens=256 tps=49.35
[96/500] sample_id=160 correct=1 latency=5.227s tokens=256 tps=48.97
[97/500] sample_id=162 correct=1 latency=5.235s tokens=256 tps=48.90
[98/500] sample_id=164 correct=1 latency=5.234s tokens=256 tps=48.92
[99/500] sample_id=171 correct=1 latency=5.236s tokens=256 tps=48.89
[100/500] sample_id=172 correct=1 latency=5.243s tokens=256 tps=48.83
[101/500] sample_id=173 correct=1 latency=5.237s tokens=256 tps=48.88
[102/500] sample_id=174 correct=1 latency=5.234s tokens=256 tps=48.91
[103/500] sample_id=176 correct=1 latency=5.225s tokens=256 tps=49.00
[104/500] sample_id=177 correct=1 latency=5.179s tokens=256 tps=49.43
[105/500] sample_id=178 correct=1 latency=5.188s tokens=256 tps=49.34
[106/500] sample_id=179 correct=1 latency=5.223s tokens=256 tps=49.01
[107/500] sample_id=180 correct=1 latency=5.197s tokens=256 tps=49.25
[108/500] sample_id=181 correct=1 latency=5.237s tokens=256 tps=48.89
[109/500] sample_id=183 correct=1 latency=5.238s tokens=256 tps=48.87
[110/500] sample_id=184 correct=1 latency=5.233s tokens=256 tps=48.92
[111/500] sample_id=185 correct=1 latency=5.234s tokens=256 tps=48.91
[112/500] sample_id=186 correct=1 latency=5.231s tokens=256 tps=48.93
[113/500] sample_id=188 correct=1 latency=5.230s tokens=256 tps=48.95
[114/500] sample_id=189 correct=1 latency=5.236s tokens=256 tps=48.89
[115/500] sample_id=191 correct=0 latency=5.236s tokens=256 tps=48.90
[116/500] sample_id=192 correct=1 latency=5.230s tokens=256 tps=48.95
[117/500] sample_id=193 correct=1 latency=5.212s tokens=256 tps=49.11
[118/500] sample_id=195 correct=1 latency=5.175s tokens=256 tps=49.47
[119/500] sample_id=197 correct=1 latency=5.215s tokens=256 tps=49.09
[120/500] sample_id=198 correct=1 latency=5.166s tokens=255 tps=49.36
[121/500] sample_id=199 correct=1 latency=5.241s tokens=256 tps=48.85
[122/500] sample_id=200 correct=1 latency=5.233s tokens=256 tps=48.92
[123/500] sample_id=201 correct=1 latency=5.245s tokens=256 tps=48.80
[124/500] sample_id=202 correct=1 latency=5.239s tokens=256 tps=48.86
[125/500] sample_id=204 correct=1 latency=5.231s tokens=256 tps=48.94
[126/500] sample_id=207 correct=1 latency=5.238s tokens=256 tps=48.87
[127/500] sample_id=208 correct=1 latency=5.239s tokens=256 tps=48.87
[128/500] sample_id=209 correct=1 latency=5.245s tokens=256 tps=48.81
[129/500] sample_id=210 correct=1 latency=5.240s tokens=256 tps=48.85
[130/500] sample_id=211 correct=1 latency=5.229s tokens=256 tps=48.95
[131/500] sample_id=212 correct=1 latency=5.178s tokens=256 tps=49.44
[132/500] sample_id=213 correct=1 latency=5.198s tokens=256 tps=49.25
[133/500] sample_id=215 correct=1 latency=5.201s tokens=256 tps=49.22
[134/500] sample_id=221 correct=1 latency=5.207s tokens=256 tps=49.16
[135/500] sample_id=226 correct=1 latency=5.233s tokens=256 tps=48.92
[136/500] sample_id=227 correct=1 latency=5.239s tokens=256 tps=48.86
[137/500] sample_id=229 correct=1 latency=5.238s tokens=256 tps=48.87
[138/500] sample_id=231 correct=1 latency=5.236s tokens=256 tps=48.90
[139/500] sample_id=232 correct=1 latency=5.237s tokens=256 tps=48.88
[140/500] sample_id=236 correct=1 latency=5.237s tokens=256 tps=48.89
[141/500] sample_id=237 correct=1 latency=5.235s tokens=256 tps=48.91
[142/500] sample_id=239 correct=1 latency=5.237s tokens=256 tps=48.88
[143/500] sample_id=240 correct=1 latency=5.232s tokens=256 tps=48.93
